PAPER_ID,DATABASE,CV_GROUP_V4,PAPER_DOI,CITATION,PAPER_FIRST_AUTHOR,PAPER_YEAR,N_SAMPLES
PAPER|PETDB|CITATION_SHA1|6671a2ae42b6a553,PetDB,PAPER|PETDB|CITATION_SHA1|6671a2ae42b6a553,,"Chase, R. L. (1969). BASALT FROM THE AXIAL TROUGH OF THE RED SEA. , 128.",CHASE,1969,2
PAPER|PETDB|CITATION_SHA1|f2d85181284e1a7f,PetDB,PAPER|PETDB|CITATION_SHA1|f2d85181284e1a7f,,"Engel, C. G., Fisher, R. L. (1969). LHERZOLITE, ANORTHOSITE, GABBRO, AND BASALT DREDGED FROM THE MID-INDIAN OCEAN RIDGE. SCIENCE, 166, 1136-1141.",ENGEL,1969,1
PAPER|PETDB|CITATION_SHA1|2e179d200b17b3fa,PetDB,PAPER|PETDB|CITATION_SHA1|2e179d200b17b3fa,,"Ewing, M., Miyashiro, A., ... Shido, F. (1969). DIVERSITY AND ORIGIN OF ABYSSAL THOLEIITE FROM THE MID-ATLANTIC RIDGE NEAR 24 DEGREE  AND 30 DEGREE N LATITUDE. CONTRIB MINERAL PETROL, 23, 38-52.",EWING,1969,18
PAPER|PETDB|CITATION_SHA1|b258234b14df38c6,PetDB,PAPER|PETDB|CITATION_SHA1|b258234b14df38c6,,"Graham, A. L., Nicholls, G. D. (1969). MASS SPECTROGRAPHIC DETERMINATION OF LANTHANIDE ELEMENT CONTENTS IN BASALTS. GEOCHIM COSMOCHIM ACTA, 33, 555-568.",GRAHAM,1969,4
PAPER|GEOROC|CITATION_ID|1037,GEOROC,PAPER|GEOROC|CITATION_ID|1037,,[1037] GUNN B. M. (1969),GUNN,1969,2
PAPER|GEOROC|CITATION_ID|618,GEOROC,PAPER|GEOROC|CITATION_ID|618,,[618] MCBIRNEY A. R. (1969),MCBIRNEY,1969,35
PAPER|GEOROC|CITATION_ID|1306,GEOROC,PAPER|GEOROC|CITATION_ID|1306,,[1306] MOORE J. G. (1969),MOORE,1969,8
PAPER|GEOROC|CITATION_ID|1038,GEOROC,PAPER|GEOROC|CITATION_ID|1038,,[1038] SIGVALDASON G. E. (1969),SIGVALDASON,1969,32
PAPER|GEOROC|CITATION_ID|367,GEOROC,PAPER|GEOROC|CITATION_ID|367,,[367] THOMPSON R. N. (1969),THOMPSON,1969,1
PAPER|PETDB|CITATION_SHA1|e997c9b1bcd5f40a,PetDB,PAPER|PETDB|CITATION_SHA1|e997c9b1bcd5f40a,,"Vinogradov, A. P., Dmitriev, L. V., ... Udintsev, G. (1969). THE STRUCTURE OF THE MID-OCEANIC RIFT ZONE OF THE INDIAN OCEAN AND ITS PLACE IN THE WORLD RIFT SYSTEM. TECTONOPHYSICS, 8, 377-401.",VINOGRADOV,1969,12
PAPER|GEOROC|CITATION_ID|5447,GEOROC,PAPER|GEOROC|CITATION_ID|5447,,[5447] YAMAZAKI T. (1969),YAMAZAKI,1969,1
PAPER|PETDB|CITATION_SHA1|34437ab522901f3d,PetDB,PAPER|PETDB|CITATION_SHA1|34437ab522901f3d,,"Cann, J. R. (1970). PETROLOGY OF BASALTS DREDGED FROM THE GULF OF ADEN. DEEP SEA RESEARCH, 17, 477-482.",CANN,1970,2
PAPER|PETDB|CITATION_SHA1|8df4ab6bb2507507,PetDB,PAPER|PETDB|CITATION_SHA1|8df4ab6bb2507507,,"Cann, J. R. (1970). RB, SR, Y, ZR AND NB IN SOME OCEAN FLOOR BASALTIC RICKS. EARTH PLANET SCI LETT, 10, 7-11.",CANN,1970,2
PAPER|GEOROC|CITATION_ID|864,GEOROC,PAPER|GEOROC|CITATION_ID|864,,[864] FERNANDEZ SANTIN S. (1970),FERNANDEZ,1970,2
PAPER|PETDB|CITATION_SHA1|f736c4cf524d6936,PetDB,PAPER|PETDB|CITATION_SHA1|f736c4cf524d6936,,"Gass, I. G. (1970). A DISCUSSION ON THE STRUCTURE AND EVOLUTION OF THE RED SEA AND THE NATURE OF THE RED SEA, GULF OF ADEN AND ETHIOPIA RIFT JUNCTION - THE EVOLUTION OF VOLCANISM IN THE JUNCTION AREA OF THE RED SEA, GULF OF ADEN AND ETHIOPIAN RIFTS. PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY OF LONDON. SERIES A, MATHEMATICAL AND PHYSICAL SCIENCES, 267(1181), 369-381.",GASS,1970,2
PAPER|PETDB|CITATION_SHA1|8a377bbbaf4c29ef,PetDB,PAPER|PETDB|CITATION_SHA1|8a377bbbaf4c29ef,,"Gast, P. W., Kay, R., ... Hubbard, N. J. (1970). CHEMICAL CHARACTERISTICS AND ORIGIN OF OCEANIC RIDGE VOLCANIC ROCKS. J GEOPHYS RES, 75, 1585-1613.",GAST,1970,12
PAPER|GEOROC|CITATION_ID|970,GEOROC,PAPER|GEOROC|CITATION_ID|970,,[970] GUNN B. M. (1970),GUNN,1970,13
PAPER|GEOROC|CITATION_ID|1468,GEOROC,PAPER|GEOROC|CITATION_ID|1468,,[1468] HAWKINS T. R. W. (1970),HAWKINS,1970,7
PAPER|GEOROC|CITATION_ID|866,GEOROC,PAPER|GEOROC|CITATION_ID|866,,[866] IBARROLA MUNOZ E. (1970),IBARROLA,1970,156
PAPER|GEOROC|CITATION_ID|3594,GEOROC,PAPER|GEOROC|CITATION_ID|3594,,[3594] ISHIBASHI K. (1970),ISHIBASHI,1970,3
PAPER|GEOROC|CITATION_ID|300,GEOROC,PAPER|GEOROC|CITATION_ID|300,,[300] JACKSON E. D. (1970),JACKSON,1970,7
PAPER|GEOROC|CITATION_ID|865,GEOROC,PAPER|GEOROC|CITATION_ID|865,,[865] LOPEZ RUIZ J. (1970),LOPEZ,1970,16
PAPER|GEOROC|CITATION_ID|2582,GEOROC,PAPER|GEOROC|CITATION_ID|2582,,[2582] MITCHELL-THOME R. C. (1970),MITCHELLTHOME,1970,36
PAPER|GEOROC|CITATION_ID|3166,GEOROC,PAPER|GEOROC|CITATION_ID|3166,,[3166] MOORE J. G. (1970),MOORE,1970,7
PAPER|PETDB|CITATION_SHA1|cd63c14785d91464,PetDB,PAPER|PETDB|CITATION_SHA1|cd63c14785d91464,,"Moore, J. G. (1970). WATER CONTENT OF BASALT ERUPTED ON THE OCEAN FLOOR. CONTRIB MINERAL PETROL, 28, 272-279.",MOORE,1970,9
PAPER|GEOROC|CITATION_ID|509,GEOROC,PAPER|GEOROC|CITATION_ID|509,,[509] OVERSBY V. M. (1970),OVERSBY,1970,4
PAPER|GEOROC|CITATION_ID|2092,GEOROC,PAPER|GEOROC|CITATION_ID|2092,,[2092] PHINNEY W. C. (1970),PHINNEY,1970,14
PAPER|GEOROC|CITATION_ID|1379,GEOROC,PAPER|GEOROC|CITATION_ID|1379,,[1379] ROEDER P. L. (1970),ROEDER,1970,3
PAPER|GEOROC|CITATION_ID|1036,GEOROC,PAPER|GEOROC|CITATION_ID|1036,,[1036] SIGURDSSON H. (1970),SIGURDSSON,1970,1
PAPER|GEOROC|CITATION_ID|8239,GEOROC,PAPER|GEOROC|CITATION_ID|8239,,[8239] TANAKA TSUYOSHI (1970),TANAKA,1970,9
PAPER|GEOROC|CITATION_ID|4781,GEOROC,PAPER|GEOROC|CITATION_ID|4781,,[4781] TILLEY C. E. (1970),TILLEY,1970,28
PAPER|GEOROC|CITATION_ID|1469,GEOROC,PAPER|GEOROC|CITATION_ID|1469,,[1469] WEIGAND P. W. (1970),WEIGAND,1970,4
PAPER|PETDB|CITATION_SHA1|0c65942d1900bc84,PetDB,PAPER|PETDB|CITATION_SHA1|0c65942d1900bc84,,"Ewing, M., Shido, F., ... Miyashiro, A. (1971). CRYSTALLIZATION OF ABYSSAL THOLEIITES. CONTRIB MINERAL PETROL, 31, 251-266.",EWING,1971,2
PAPER|GEOROC|CITATION_ID|1278,GEOROC,PAPER|GEOROC|CITATION_ID|1278,,[1278] FLOWER M. F. J. (1971),FLOWER,1971,2
PAPER|GEOROC|CITATION_ID|1260,GEOROC,PAPER|GEOROC|CITATION_ID|1260,,[1260] GIROD M. (1971),GIROD,1971,11
PAPER|GEOROC|CITATION_ID|1259,GEOROC,PAPER|GEOROC|CITATION_ID|1259,,[1259] GUNN B. M. (1971),GUNN,1971,15
PAPER|GEOROC|CITATION_ID|269,GEOROC,PAPER|GEOROC|CITATION_ID|269,,[269] GUNN B. M. (1971),GUNN,1971,21
PAPER|GEOROC|CITATION_ID|1744,GEOROC,PAPER|GEOROC|CITATION_ID|1744,,[1744] HALD N. (1971),HALD,1971,4
PAPER|PETDB|CITATION_SHA1|736fc255f69ac247,PetDB,PAPER|PETDB|CITATION_SHA1|736fc255f69ac247,,"Hart, S. R. (1971). K, RB, CS, SR AND BA CONTENTS AND SR ISOTOPE RATIOS OF OCEAN FLOOR BASALTS. PHIL TRANS R SOC LOND, 268, 573-587.",HART,1971,2
PAPER|PETDB|CITATION_SHA1|2dfa489fd8019b04,PetDB,PAPER|PETDB|CITATION_SHA1|2dfa489fd8019b04,,"Hekinian, R. (1971). CHEMICAL AND MINERALOGICAL DIFFERENCES BETWEEN ABYSSAL HILL BASALTS AND RIDGE THOLEIITES IN THE EASTERN PACIFIC OCEAN. MARINE GEOLOGY, 11, 77.",HEKINIAN,1971,3
PAPER|GEOROC|CITATION_ID|8242,GEOROC,PAPER|GEOROC|CITATION_ID|8242,,[8242] KANISAWA S. (1971),KANISAWA,1971,9
PAPER|GEOROC|CITATION_ID|6705,GEOROC,PAPER|GEOROC|CITATION_ID|6705,,[6705] LEWIS J. F. (1971),LEWIS,1971,1
PAPER|PETDB|CITATION_SHA1|4e7c7e0f5ff5b05f,PetDB,PAPER|PETDB|CITATION_SHA1|4e7c7e0f5ff5b05f,,"Melson, W. G., Thompson, G. (1971). PETROLOGY OF A TRANSFORM FAULT ZONE AND ADJACENT RIDGE SEGMENT. PHIL TRANS R SOC LOND, 268, 423-441.",MELSON,1971,1
PAPER|PETDB|CITATION_SHA1|9989eabc12f94e8f,PetDB,PAPER|PETDB|CITATION_SHA1|9989eabc12f94e8f,,"Nicholls, G. A., Islam, M. R. (1971). GEOCHEMICAL INVESTIGATIONS OF BASALTS AND ASSOCIATED ROCKS FROM THE OCEAN FLOOR AND THEIR IMPLICATIONS. PHIL TRANS R SOC LOND, 268, 469-486.",NICHOLLS,1971,3
PAPER|GEOROC|CITATION_ID|9363,GEOROC,PAPER|GEOROC|CITATION_ID|9363,,[9363] NURUYU K. (1971),NURUYU,1971,13
PAPER|GEOROC|CITATION_ID|3494,GEOROC,PAPER|GEOROC|CITATION_ID|3494,,[3494] RIDLEY W. I. (1971),RIDLEY,1971,1
PAPER|GEOROC|CITATION_ID|1365,GEOROC,PAPER|GEOROC|CITATION_ID|1365,,[1365] THOMPSON R. N. (1971),THOMPSON,1971,3
PAPER|GEOROC|CITATION_ID|1418,GEOROC,PAPER|GEOROC|CITATION_ID|1418,,[1418] UPTON B. G. J. (1971),UPTON,1971,1
PAPER|GEOROC|CITATION_ID|229,GEOROC,PAPER|GEOROC|CITATION_ID|229,,[229] WRIGHT T. L. (1971),WRIGHT,1971,137
PAPER|GEOROC|CITATION_ID|232,GEOROC,PAPER|GEOROC|CITATION_ID|232,,[232] WRIGHT T. L. (1971),WRIGHT,1971,33
PAPER|GEOROC|CITATION_ID|207,GEOROC,PAPER|GEOROC|CITATION_ID|207,,[207] ANDERSON A. T. JR. (1972),ANDERSON,1972,10
PAPER|GEOROC|CITATION_ID|1381,GEOROC,PAPER|GEOROC|CITATION_ID|1381,,[1381] ANGUITA VIRELLA F. (1972),ANGUITA,1972,23
PAPER|GEOROC|CITATION_ID|2679,GEOROC,PAPER|GEOROC|CITATION_ID|2679,,[2679] BOSE M. K. (1972),BOSE,1972,1
PAPER|GEOROC|CITATION_ID|1444,GEOROC,PAPER|GEOROC|CITATION_ID|1444,,[1444] CHAIGNEAU M. (1972),CHAIGNEAU,1972,2
PAPER|GEOROC|CITATION_ID|4540,GEOROC,PAPER|GEOROC|CITATION_ID|4540,,[4540] FAURE G. (1972),FAURE,1972,17
PAPER|GEOROC|CITATION_ID|1776,GEOROC,PAPER|GEOROC|CITATION_ID|1776,,[1776] GHOSE N. C. (1972),GHOSE,1972,14
PAPER|GEOROC|CITATION_ID|702,GEOROC,PAPER|GEOROC|CITATION_ID|702,,[702] GIROD M. (1972),GIROD,1972,15
PAPER|GEOROC|CITATION_ID|969,GEOROC,PAPER|GEOROC|CITATION_ID|969,,[969] GUNN B. M. (1972),GUNN,1972,2
PAPER|GEOROC|CITATION_ID|2954,GEOROC,PAPER|GEOROC|CITATION_ID|2954,,[2954] HART S. R. (1972),HART,1972,6
PAPER|GEOROC|CITATION_ID|268,GEOROC,PAPER|GEOROC|CITATION_ID|268,,[268] HAY R. L. (1972),HAY,1972,7
PAPER|GEOROC|CITATION_ID|3427,GEOROC,PAPER|GEOROC|CITATION_ID|3427,,[3427] HOLLAND J. G. (1972),HOLLAND,1972,3
PAPER|GEOROC|CITATION_ID|1159,GEOROC,PAPER|GEOROC|CITATION_ID|1159,,[1159] HUGHES D. J. (1972),HUGHES,1972,7
PAPER|GEOROC|CITATION_ID|3164,GEOROC,PAPER|GEOROC|CITATION_ID|3164,,[3164] JAKOBSSON S. P. (1972),JAKOBSSON,1972,7
PAPER|GEOROC|CITATION_ID|2942,GEOROC,PAPER|GEOROC|CITATION_ID|2942,,[2942] JOLLY W. T. (1972),JOLLY,1972,40
PAPER|GEOROC|CITATION_ID|1778,GEOROC,PAPER|GEOROC|CITATION_ID|1778,,[1778] KRISHNAMURTHY P. (1972),KRISHNAMURTHY,1972,4
PAPER|PETDB|CITATION_SHA1|8ab8d1ddd5171093,PetDB,PAPER|PETDB|CITATION_SHA1|8ab8d1ddd5171093,,"Muehlenbachs, K., Clayton, R. N. (1972). OXYGEN ISOTOPE STUDIES OF FRESH AND WEATHERED SUBMARINE BASALTS. CAN J EARTH SCI, 9, 172-184.",MUEHLENBACHS,1972,1
PAPER|GEOROC|CITATION_ID|1773,GEOROC,PAPER|GEOROC|CITATION_ID|1773,,[1773] NAQVI S. M. (1972),NAQVI,1972,37
PAPER|GEOROC|CITATION_ID|1231,GEOROC,PAPER|GEOROC|CITATION_ID|1231,,[1231] OVERSBY V. M. (1972),OVERSBY,1972,12
PAPER|GEOROC|CITATION_ID|1774,GEOROC,PAPER|GEOROC|CITATION_ID|1774,,[1774] PRASAD A. K. (1972),PRASAD,1972,5
PAPER|GEOROC|CITATION_ID|15097,GEOROC,PAPER|GEOROC|CITATION_ID|15097,,[15097] PREST V. K. (1972),PREST,1972,2
PAPER|GEOROC|CITATION_ID|1772,GEOROC,PAPER|GEOROC|CITATION_ID|1772,,[1772] RAO V. D. (1972),RAO,1972,21
PAPER|GEOROC|CITATION_ID|635,GEOROC,PAPER|GEOROC|CITATION_ID|635,,[635] SCHMINCKE H.-U. (1972),SCHMINCKE,1972,10
PAPER|GEOROC|CITATION_ID|3188,GEOROC,PAPER|GEOROC|CITATION_ID|3188,,[3188] SCLATER J. G. (1972),SCLATER,1972,4
PAPER|GEOROC|CITATION_ID|1534,GEOROC,PAPER|GEOROC|CITATION_ID|1534,,[1534] STEPHENSON P. J. (1972),STEPHENSON,1972,26
PAPER|GEOROC|CITATION_ID|1420,GEOROC,PAPER|GEOROC|CITATION_ID|1420,,[1420] STRONG D. F. (1972),STRONG,1972,3
PAPER|GEOROC|CITATION_ID|1423,GEOROC,PAPER|GEOROC|CITATION_ID|1423,,[1423] STRONG D. F. (1972),STRONG,1972,7
PAPER|PETDB|CITATION_SHA1|d4539e7183c0d1d6,PetDB,PAPER|PETDB|CITATION_SHA1|d4539e7183c0d1d6,,"Subbarao, K. V. (1972). THE STRONTIUM ISOTOPIC COMPOSITION OF BASALTS FROM THE EAST PACIFIC AND CHILE RISES AND ABYSSAL HILLS IN THE EASTERN PACIFIC OCEAN. CONTRIB MINERAL PETROL, 37, 111.",SUBBARAO,1972,1
PAPER|GEOROC|CITATION_ID|8243,GEOROC,PAPER|GEOROC|CITATION_ID|8243,,[8243] SUZUKI T. (1972),SUZUKI,1972,5
PAPER|GEOROC|CITATION_ID|3002,GEOROC,PAPER|GEOROC|CITATION_ID|3002,,[3002] THOMPSON R. N. (1972),THOMPSON,1972,45
PAPER|GEOROC|CITATION_ID|1770,GEOROC,PAPER|GEOROC|CITATION_ID|1770,,[1770] TIWARI B. D. (1972),TIWARI,1972,3
PAPER|GEOROC|CITATION_ID|4336,GEOROC,PAPER|GEOROC|CITATION_ID|4336,,[4336] UJIKE O. (1972),UJIKE,1972,6
PAPER|GEOROC|CITATION_ID|1393,GEOROC,PAPER|GEOROC|CITATION_ID|1393,,[1393] UPTON B. G. J. (1972),UPTON,1972,13
PAPER|GEOROC|CITATION_ID|1771,GEOROC,PAPER|GEOROC|CITATION_ID|1771,,[1771] VISWANATHAN S. (1972),VISWANATHAN,1972,12
PAPER|GEOROC|CITATION_ID|1297,GEOROC,PAPER|GEOROC|CITATION_ID|1297,,[1297] WEIGAND P. W. (1972),WEIGAND,1972,1
PAPER|GEOROC|CITATION_ID|4325,GEOROC,PAPER|GEOROC|CITATION_ID|4325,,[4325] ANDERSON A. T. JR. (1973),ANDERSON,1973,1
PAPER|GEOROC|CITATION_ID|5438,GEOROC,PAPER|GEOROC|CITATION_ID|5438,,[5438] AOKI K.-I. (1973),AOKI,1973,1
PAPER|GEOROC|CITATION_ID|785,GEOROC,PAPER|GEOROC|CITATION_ID|785,,[785] BISHOP A. C. (1973),BISHOP,1973,5
PAPER|GEOROC|CITATION_ID|2680,GEOROC,PAPER|GEOROC|CITATION_ID|2680,,[2680] BOSE M. K. (1973),BOSE,1973,2
PAPER|GEOROC|CITATION_ID|858,GEOROC,PAPER|GEOROC|CITATION_ID|858,,[858] BRANDLE J. L. (1973),BRANDLE,1973,11
PAPER|PETDB|CITATION_SHA1|902ccb15cd4c57f6,PetDB,PAPER|PETDB|CITATION_SHA1|902ccb15cd4c57f6,,"Campsie, J., Rasmussen, M. H., ... Bailey, J. C. (1973). CHEMISTRY OF THOLEIITES FROM THE GALAPAGOS ISLANDS AND ADJACENT RIDGES. NATURE, 245, 122-124.",CAMPSIE,1973,1
PAPER|PETDB|CITATION_SHA1|f8e83042f7db1e83,PetDB,PAPER|PETDB|CITATION_SHA1|f8e83042f7db1e83,,"Dittmer, F., Campsie, J., ... Bailey, J. C. (1973). CHEMISTRY OF THOLEIITES FROM THE REYKJANES RIDGE AND CHARLIE GIBBS FRACTURE ZONE. NATURE, 244, 71-73.",DITTMER,1973,1
PAPER|GEOROC|CITATION_ID|6526,GEOROC,PAPER|GEOROC|CITATION_ID|6526,,[6526] DONNELLY T. W. (1973),DONNELLY,1973,6
PAPER|GEOROC|CITATION_ID|4428,GEOROC,PAPER|GEOROC|CITATION_ID|4428,,[4428] FAWCETT J. J. (1973),FAWCETT,1973,49
PAPER|GEOROC|CITATION_ID|1279,GEOROC,PAPER|GEOROC|CITATION_ID|1279,,[1279] FLOWER M. F. J. (1973),FLOWER,1973,4
PAPER|PETDB|CITATION_SHA1|554acb38be8b3a7a,PetDB,PAPER|PETDB|CITATION_SHA1|554acb38be8b3a7a,,"Gass, I. G., Cox, K. G., ... Mallick, I. J. (1973). VOLCANIC ISLANDS OF THE RED SEA. J GEOL SOC LONDON, 129, 275-310.",GASS,1973,27
PAPER|GEOROC|CITATION_ID|1033,GEOROC,PAPER|GEOROC|CITATION_ID|1033,,[1033] JAKOBSSON S. P. (1973),JAKOBSSON,1973,5
PAPER|GEOROC|CITATION_ID|3969,GEOROC,PAPER|GEOROC|CITATION_ID|3969,,[3969] KAY R. W. (1973),KAY,1973,3
PAPER|GEOROC|CITATION_ID|1335,GEOROC,PAPER|GEOROC|CITATION_ID|1335,,[1335] LUSSIAA-BERDOU-POLVE M. (1973),LUSSIAABERDOUPOLVE,1973,5
PAPER|GEOROC|CITATION_ID|18899,GEOROC,PAPER|GEOROC|CITATION_ID|18899,,[18899] NAKAZAWA K. (1973),NAKAZAWA,1973,4
PAPER|GEOROC|CITATION_ID|6028,GEOROC,PAPER|GEOROC|CITATION_ID|6028,,[6028] RIDLEY W. I. (1973),RIDLEY,1973,52
PAPER|GEOROC|CITATION_ID|9513,GEOROC,PAPER|GEOROC|CITATION_ID|9513,,[9513] SAWADA K. (1973),SAWADA,1973,7
PAPER|PETDB|CITATION_SHA1|6015025bfac1b580,PetDB,PAPER|PETDB|CITATION_SHA1|6015025bfac1b580,,"Schneider, V. W., Wachendorf, H. (1973). VULKANISMUS UND GRABENBILDUNG IM ROTEN MEER. INT J EARTH SCI (GEOL RUNDSCH), 62, 754-773.",SCHNEIDER,1973,8
PAPER|GEOROC|CITATION_ID|9645,GEOROC,PAPER|GEOROC|CITATION_ID|9645,,[9645] TANAKA TSUYOSHI (1973),TANAKA,1973,3
PAPER|GEOROC|CITATION_ID|1729,GEOROC,PAPER|GEOROC|CITATION_ID|1729,,[1729] THORARINSSON S. B. (1973),THORARINSSON,1973,6
PAPER|GEOROC|CITATION_ID|1726,GEOROC,PAPER|GEOROC|CITATION_ID|1726,,[1726] WALKER G. W. (1973),WALKER,1973,2
PAPER|GEOROC|CITATION_ID|240,GEOROC,PAPER|GEOROC|CITATION_ID|240,,[240] WRIGHT T. L. (1973),WRIGHT,1973,4
PAPER|GEOROC|CITATION_ID|4326,GEOROC,PAPER|GEOROC|CITATION_ID|4326,,[4326] ANDERSON A. T. JR. (1974),ANDERSON,1974,2
PAPER|GEOROC|CITATION_ID|2087,GEOROC,PAPER|GEOROC|CITATION_ID|2087,,[2087] ANNELLS R. N. (1974),ANNELLS,1974,10
PAPER|GEOROC|CITATION_ID|798,GEOROC,PAPER|GEOROC|CITATION_ID|798,,[798] BAKER P. E. (1974),BAKER,1974,2
PAPER|PETDB|CITATION_SHA1|7b541436de82f4ab,PetDB,PAPER|PETDB|CITATION_SHA1|7b541436de82f4ab,,"Bougault, H., Hekinian, R. (1974). RIFT VALLEY IN THE ATLANTIC OCEAN NEAR 36 DEGREE 50ÕN: PETROLOGY AND GEOCHEMISTRY OF BASALTIC ROCKS. EARTH PLANET SCI LETT, 24, 249-261.",BOUGAULT,1974,23
PAPER|PETDB|CITATION_SHA1|c412af1ce6c490ff,PetDB,PAPER|PETDB|CITATION_SHA1|c412af1ce6c490ff,,"Campsie, J., Brooks, C. K., ... Jakobsson, S. P. (1974). DREDGED BASALTIC ROCKS FROM THE SEAWARD EXTENSIONS OF THE REYKJANES AND SNAEFELLSNES VOLCANIC ZONES, ICELAND. EARTH PLANET SCI LETT, 22, 320-327.",CAMPSIE,1974,4
PAPER|PETDB|CITATION_SHA1|6b97f0a20448dfbb,PetDB,PAPER|PETDB|CITATION_SHA1|6b97f0a20448dfbb,,"Chase, R. L., Barr, S. (1974). GEOLOGY OF THE NORTHERN END OF THE JUAN DE FUCA RIDGE AND SEA-FLOOR SPREADING. CAN J EARTH SCI, 11, 1384-1406.",CHASE,1974,6
PAPER|GEOROC|CITATION_ID|2416,GEOROC,PAPER|GEOROC|CITATION_ID|2416,,[2416] COX K. G. (1974),COX,1974,15
PAPER|GEOROC|CITATION_ID|277,GEOROC,PAPER|GEOROC|CITATION_ID|277,,[277] DALRYMPLE G. B. (1974),DALRYMPLE,1974,7
PAPER|GEOROC|CITATION_ID|718,GEOROC,PAPER|GEOROC|CITATION_ID|718,,[718] DE PAEPE P. (1974),DE,1974,9
PAPER|PETDB|CITATION_SHA1|0654fe3427c2aacf,PetDB,PAPER|PETDB|CITATION_SHA1|0654fe3427c2aacf,,"Girdler, R. W., Ali, S., ... Whitmarsh, R. B. (1974). SITE 226. INIT REP DSDP, 23, 595-600.",GIRDLER,1974,3
PAPER|GEOROC|CITATION_ID|1646,GEOROC,PAPER|GEOROC|CITATION_ID|1646,,[1646] HEKINIAN R. (1974),HEKINIAN,1974,9
PAPER|GEOROC|CITATION_ID|1909,GEOROC,PAPER|GEOROC|CITATION_ID|1909,,[1909] HEKINIAN R. (1974),HEKINIAN,1974,17
PAPER|GEOROC|CITATION_ID|1396,GEOROC,PAPER|GEOROC|CITATION_ID|1396,,[1396] IBARROLA MUNOZ E. (1974),IBARROLA,1974,28
PAPER|GEOROC|CITATION_ID|6026,GEOROC,PAPER|GEOROC|CITATION_ID|6026,,[6026] JOHNSON R. W. (1974),JOHNSON,1974,2
PAPER|GEOROC|CITATION_ID|1908,GEOROC,PAPER|GEOROC|CITATION_ID|1908,,[1908] KEMPE D. R. C. (1974),KEMPE,1974,7
PAPER|GEOROC|CITATION_ID|3176,GEOROC,PAPER|GEOROC|CITATION_ID|3176,,[3176] LARSON E. E. (1974),LARSON,1974,9
PAPER|GEOROC|CITATION_ID|4780,GEOROC,PAPER|GEOROC|CITATION_ID|4780,,[4780] NATHAN S. (1974),NATHAN,1974,5
PAPER|GEOROC|CITATION_ID|3165,GEOROC,PAPER|GEOROC|CITATION_ID|3165,,[3165] NOE-NYGAARD A. (1974),NOENYGAARD,1974,13
PAPER|PETDB|CITATION_SHA1|de21dc27876fac41,PetDB,PAPER|PETDB|CITATION_SHA1|de21dc27876fac41,,"O'nions, R. K., Pankhurst, R. J. (1974). PETROGENETIC SIGNIFICANCE OF ISOTOPE AND TRACE ELEMENT VARIATIONS IN VOLCANIC ROCKS FROM THE MID-ATLANTIC. J PETROL, 15, 603-634.",ONIONS,1974,1
PAPER|GEOROC|CITATION_ID|17918,GEOROC,PAPER|GEOROC|CITATION_ID|17918,,[17918] RIDLER R. H. (1974),RIDLER,1974,12
PAPER|GEOROC|CITATION_ID|633,GEOROC,PAPER|GEOROC|CITATION_ID|633,,[633] ROSENBAUM M. S. (1974),ROSENBAUM,1974,10
PAPER|PETDB|CITATION_SHA1|0d4ac449f0c7c1ee,PetDB,PAPER|PETDB|CITATION_SHA1|0d4ac449f0c7c1ee,,"Shido, F., Ewing, M., ... Miyashiro, A. (1974). COMPOSITIONAL VARIATION IN PILLOW LAVAS FROM THE MID-ATLANTIC RIDGE. MARINE GEOLOGY, 16, 177-190.",SHIDO,1974,7
PAPER|GEOROC|CITATION_ID|6852,GEOROC,PAPER|GEOROC|CITATION_ID|6852,,[6852] SHIMAZU M. (1974),SHIMAZU,1974,3
PAPER|GEOROC|CITATION_ID|4338,GEOROC,PAPER|GEOROC|CITATION_ID|4338,,[4338] SHUTO K. (1974),SHUTO,1974,12
PAPER|GEOROC|CITATION_ID|1137,GEOROC,PAPER|GEOROC|CITATION_ID|1137,,[1137] SIGVALDASON G. E. (1974),SIGVALDASON,1974,36
PAPER|GEOROC|CITATION_ID|616,GEOROC,PAPER|GEOROC|CITATION_ID|616,,[616] SWANSON F. J. (1974),SWANSON,1974,2
PAPER|GEOROC|CITATION_ID|3949,GEOROC,PAPER|GEOROC|CITATION_ID|3949,,[3949] THOMPSON R. N. (1974),THOMPSON,1974,2
PAPER|GEOROC|CITATION_ID|3390,GEOROC,PAPER|GEOROC|CITATION_ID|3390,,[3390] UPPULURI V. R. (1974),UPPULURI,1974,15
PAPER|GEOROC|CITATION_ID|1348,GEOROC,PAPER|GEOROC|CITATION_ID|1348,,[1348] WATKINS N. D. (1974),WATKINS,1974,8
PAPER|GEOROC|CITATION_ID|1338,GEOROC,PAPER|GEOROC|CITATION_ID|1338,,[1338] BAXTER A. N. (1975),BAXTER,1975,6
PAPER|GEOROC|CITATION_ID|6264,GEOROC,PAPER|GEOROC|CITATION_ID|6264,,[6264] BENCE A. E. (1975),BENCE,1975,12
