accuracy,balanced_accuracy,macro_f1,weighted_f1
0.8433038451432074,0.7175334931392421,0.6950374169697286,0.845221092467929
0.815295966474594,0.6818259355253622,0.6754093332270936,0.8176137896917691
0.8131651556957036,0.6852820756523,0.6809205265253958,0.8127177737616629
0.8266840009750549,0.711892824376835,0.6881704870678647,0.8263884379419285
0.8235190253376887,0.7165188072660774,0.6951172371628662,0.8243626473234402
0.8625179741172712,0.6924801466111761,0.7000241536170178,0.8634627267367699
0.834224172317511,0.7218463243215063,0.6951164039950952,0.8340828183696033
0.828390735834544,0.7063893133693676,0.6950758096788405,0.8281700862855721
0.8399478445114498,0.7034562375426407,0.65849997395329,0.8444801001338871
0.8481349289663378,0.7021870280497193,0.692116748501961,0.847995948142224
0.852998647226815,0.7133827664446779,0.685659276350002,0.8560940775691058
0.8519167746360796,0.7159783464658155,0.7038431106300272,0.8509467159912694
0.8086594819436567,0.6905542613113456,0.6812237060183325,0.8054069775348166
0.8146558105107328,0.7016313801859075,0.6663994289079229,0.8109040489007449
0.8217671257377929,0.7599754848235586,0.706337349365132,0.8283815527361171
0.8682911541173706,0.7395747846495786,0.655155984190524,0.8734047142592186
0.8207444886158294,0.722116788785136,0.6993860645663017,0.8204449424718182
0.8067571026362939,0.6875688104898745,0.6792189681734246,0.8077706527386923
0.8085488505747126,0.6962716920816565,0.6815179789829076,0.8101753494076824
0.8390131515791495,0.7297545749711838,0.7195419910729532,0.8382962418282236
0.8447107868681605,0.7818681021188063,0.7075350500435438,0.8496831058541584
0.8371152735374205,0.721053831942216,0.696442342872335,0.8385681984500819
0.8458224967490247,0.6970500848246037,0.6682306540867414,0.8499603817572831
0.8108530768629291,0.6446006744173491,0.6431433174003827,0.8078621236965492
0.8494869915720044,0.7454508189097531,0.7478244155975802,0.8475794912039598
0.7911725367810968,0.7095894052993175,0.6928008790299116,0.7861130463062054
0.840393343419062,0.7000899632376741,0.6942472936703509,0.8391375492722261
0.8299501424501424,0.6778868233804912,0.6730841627994809,0.8319773932181825
0.8504666339204267,0.684450855451132,0.6671659462673979,0.8485377427761407
0.8462568951930654,0.692549098110987,0.6466600383196319,0.8578639357040718
0.8562893081761006,0.7083994905549775,0.663408276071141,0.8657972917249794
0.8569343065693431,0.6675488326470533,0.6312351907020989,0.8592711194195866
0.8388991441517033,0.7141958882038968,0.6817573982664631,0.8410186554494908
0.8062008577555396,0.6573125163767197,0.6538924758431278,0.8064311797896418
0.8176558253703866,0.6886121787542852,0.6509193013539057,0.8248313722957668
0.8277015724322516,0.6389655767859242,0.6217169487096776,0.8324411245612081
0.8275572519083969,0.6987706187758714,0.5958974890485058,0.8373968524001363
0.8303341902313625,0.6253757093721769,0.6057905141094897,0.837523530934533
0.838207430595601,0.7102977847382212,0.7013542084422119,0.8407427323485532
0.8573444113497414,0.7565653166909487,0.6591331368056097,0.8593727717545588
0.8104210281460805,0.6989637096262207,0.6828069744893,0.8104838641470172
0.830186871106852,0.7151450249314333,0.6994345437104215,0.8297517699183579
0.8188392857142858,0.7310169539046348,0.7197789471100685,0.8127381486296787
0.8215079500769362,0.7488040375857805,0.6706454665779771,0.8163383906646258
0.8314834390415786,0.6460428476020689,0.6074676216333048,0.8310446549859197
0.8429433456252096,0.7210967556099523,0.712402400501718,0.8436108070050463
0.8529651352231997,0.7343416725046422,0.6984742883800468,0.8558893623270729
0.8229175771348658,0.7314503092962592,0.6909662408269124,0.8261381019180227
0.8291748434725726,0.7177240564756471,0.6926590878107945,0.8293512311636153
0.7975897255453905,0.6851164276934418,0.6705478656411917,0.7963259194697692
0.7855417208697268,0.6529373516375333,0.6424639872041548,0.7889513061979513
0.8339933470616189,0.7026642261315043,0.6999229099925062,0.8323396340494883
0.82705751509374,0.713549440842009,0.7092735022346575,0.8269473150142336
0.8088395933114865,0.6636833224540084,0.6605906519494129,0.8072541598634723
0.8268492672714585,0.7026847581945439,0.7051513178420522,0.8266942079925664
0.8021870728373365,0.6785397382458989,0.6658488390615132,0.8050307963623113
0.8316504178272981,0.709488357495155,0.6582149102584969,0.8350679343581898
0.8401189812232757,0.6697256387016439,0.6748169113565102,0.8407627337792726
0.821023937303007,0.7084319040160334,0.6840304228712799,0.8181227553815393
0.813461053692967,0.6958642192359743,0.672696328051417,0.8146836780100095
0.8415652938590062,0.7160219675703441,0.6514047321284402,0.848964691673904
